epoch,DE,E,I,loss,mse_odd_even_sol,val_DE,val_E,val_I,val_loss,val_mse_odd_even_sol
132,41.0252571105957,"""[7.460691]""","""[0.7247981]""",7.536427021026611,0.0241734366863966,NA,NA,NA,NA,NA
133,43.128570556640625,"""[7.464865]""","""[0.75811774]""",7.523372173309326,0.019027240574359894,NA,NA,NA,NA,NA
134,45.285343170166016,"""[7.468968]""","""[0.79117453]""",7.512576103210449,0.01473161019384861,NA,NA,NA,NA,NA
135,47.4790153503418,"""[7.472929]""","""[0.823566]""",7.504057884216309,0.011254381388425827,NA,NA,NA,NA,NA
136,49.68915557861328,"""[7.4766846]""","""[0.8548635]""",7.497749328613281,0.008540051989257336,NA,NA,NA,NA,NA
137,51.891273498535156,"""[7.4801645]""","""[0.8846281]""",7.493475437164307,0.00651217857375741,NA,NA,NA,NA,NA
138,54.056983947753906,"""[7.4833083]""","""[0.91242945]""",7.490976810455322,0.005077560432255268,NA,NA,NA,NA,NA
139,56.154361724853516,"""[7.4860663]""","""[0.93786675]""",7.489926815032959,0.004132054280489683,NA,NA,NA,NA,NA
140,58.14875030517578,"""[7.488394]""","""[0.96058995]""",7.4899468421936035,0.0035673913080245256,NA,NA,NA,NA,NA
141,60.003822326660156,"""[7.490261]""","""[0.98032033]""",7.49064826965332,0.003278314135968685,NA,NA,NA,NA,NA
142,61.68312454223633,"""[7.4916472]""","""[0.9968652]""",7.491657257080078,0.0031691722106188536,NA,NA,NA,NA,NA
143,63.15192413330078,"""[7.492537]""","""[1.0101283]""",7.492639541625977,0.0031591402366757393,NA,NA,NA,NA,NA
144,64.37924194335938,"""[7.4929233]""","""[1.0201126]""",7.493327617645264,0.0031855457928031683,NA,NA,NA,NA,NA
145,65.34002685546875,"""[7.4928017]""","""[1.0269167]""",7.493525981903076,0.003205021843314171,NA,NA,NA,NA,NA
146,66.0171127319336,"""[7.492177]""","""[1.0307242]""",7.493121147155762,0.0031926357187330723,NA,NA,NA,NA,NA
147,66.40269470214844,"""[7.491055]""","""[1.0317895]""",7.4920654296875,0.0031393645331263542,NA,NA,NA,NA,NA
148,66.49935150146484,"""[7.489458]""","""[1.0304189]""",7.490383625030518,0.003048527054488659,NA,NA,NA,NA,NA
149,66.32002258300781,"""[7.487415]""","""[1.026952]""",7.488141059875488,0.002931763883680105,NA,NA,NA,NA,NA
150,65.88742065429688,"""[7.4849787]""","""[1.0217428]""",7.4854512214660645,0.002805169438943267,NA,NA,NA,NA,NA
151,65.23249816894531,"""[7.4822145]""","""[1.0151432]""",7.482443809509277,0.0026859596837311983,NA,NA,NA,NA,NA
152,64.39244842529297,"""[7.4792013]""","""[1.0074906]""",7.479257583618164,0.002589923795312643,NA,NA,NA,NA,NA
153,63.408321380615234,"""[7.4760327]""","""[0.99909717]""",7.476033687591553,0.0025296893436461687,NA,NA,NA,NA,NA
154,62.32258605957031,"""[7.472805]""","""[0.9902433]""",7.472900390625,0.002513810293748975,NA,NA,NA,NA,NA
155,61.17692947387695,"""[7.4696097]""","""[0.9811751]""",7.469964027404785,0.002546482952311635,NA,NA,NA,NA,NA
156,60.01028823852539,"""[7.466527]""","""[0.9721036]""",7.4673051834106445,0.0026277643628418446,NA,NA,NA,NA,NA
157,58.857479095458984,"""[7.463621]""","""[0.9632058]""",7.464974880218506,0.002754110610112548,NA,NA,NA,NA,NA
158,57.748291015625,"""[7.460935]""","""[0.9546281]""",7.462993621826172,0.002919095568358898,NA,NA,NA,NA,NA
159,56.707000732421875,"""[7.4584894]""","""[0.9464895]""",7.461352825164795,0.0031141946092247963,NA,NA,NA,NA,NA
160,55.752357482910156,"""[7.456287]""","""[0.93888575]""",7.46002197265625,0.0033295846078544855,NA,NA,NA,NA,NA
161,54.89793014526367,"""[7.4543166]""","""[0.9318922]""",7.45895528793335,0.003554844530299306,NA,NA,NA,NA,NA
162,54.15248107910156,"""[7.4525495]""","""[0.9255694]""",7.458089351654053,0.0037795882672071457,NA,NA,NA,NA,NA
163,53.52068328857422,"""[7.450963]""","""[0.9199633]""",7.457368850708008,0.0039939903654158115,NA,NA,NA,NA,NA
164,53.00361251831055,"""[7.4495306]""","""[0.91510874]""",7.456737041473389,0.004189223516732454,NA,NA,NA,NA,NA
165,52.59943771362305,"""[7.448226]""","""[0.9110315]""",7.456141471862793,0.004357731435447931,NA,NA,NA,NA,NA
166,52.30388259887695,"""[7.447037]""","""[0.9077479]""",7.45554780960083,0.004493493586778641,NA,NA,NA,NA,NA
167,52.11073303222656,"""[7.445951]""","""[0.90526664]""",7.454925537109375,0.004592144396156073,NA,NA,NA,NA,NA
168,52.012203216552734,"""[7.444962]""","""[0.90358734]""",7.454257488250732,0.004651048220694065,NA,NA,NA,NA,NA
169,51.99931716918945,"""[7.444074]""","""[0.9027012]""",7.453541278839111,0.004669280722737312,NA,NA,NA,NA,NA
170,52.06214904785156,"""[7.4432845]""","""[0.90258974]""",7.452773094177246,0.004647620487958193,NA,NA,NA,NA,NA
171,52.19028854370117,"""[7.4425974]""","""[0.9032254]""",7.451962471008301,0.004588352516293526,NA,NA,NA,NA,NA
172,52.37297821044922,"""[7.4420104]""","""[0.90456885]""",7.451117515563965,0.004495169967412949,NA,NA,NA,NA,NA
173,52.599483489990234,"""[7.44152]""","""[0.90657127]""",7.450249195098877,0.004372878465801477,NA,NA,NA,NA,NA
